id,product_kr,product_en,hook_key,hook_kr,overlay_text_kr,scene_kr,persona_kr,style_kr,color_kr,aspect_ratio,size,ig_format,image_prompt,negative_prompt,status,image_path
yg_0232,라운저,Lounger,price_value,가치·합리화,한 번 사면 왜 안 바꾸는지 알게 됨,미니멀 화이트 스튜디오,낮잠 자는 사람,푹 꺼지는 모션 블러,테라코타,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (등받이가 높은 1인 라운지형 빈백, 독서·휴식용), 테라코타 fabric color, a person napping, eyes closed, blissful, clean white photo studio, seamless backdrop, motion-blur of a body sinking into the bean bag, dynamic, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0233,온돌,Ondol,problem_agitate,문제 자극,원룸이라 소파는 포기했다고요?,발코니·테라스,친구들 홈파티,로우앵글 임팩트,코발트 블루,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (겨울 발열 커버형 빈백, 전기요 호환), 코발트 블루 fabric color, a few friends hanging out, casual home party, apartment balcony with plants and city view, dramatic low angle, product looks grand and inviting, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0234,서포트,Support,aspiration,동경·라이프스타일,"이런 주말, 가져본 적 있나요",재택 홈오피스,책 읽는 학생,탑다운 플랫레이,오트밀 화이트,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (U자형 받침 쿠션, 빈백과 결합해 리클라이너로 변신), 오트밀 화이트 fabric color, a student reading a book, work-from-home office corner, laptop on a low table, top-down flat lay composition, neatly arranged, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0235,드롭,Drop,curiosity_gap,호기심 갭,이게 소파라고? 끝까지 보면 놀람,펜션·풀빌라 거실,낮잠 자는 사람,골든아워 시네마틱,차콜 그레이,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (물방울 형태의 빈백 스툴, 발받침·보조 좌석용), 차콜 그레이 fabric color, a person napping, eyes closed, blissful, vacation pension living room, premium resort vibe, golden hour cinematic lighting, warm glow, film look, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0236,슬림,Slim,fomo_scarcity,FOMO·희소성,"올여름 품절 1순위, 미리 보세요",아늑한 원룸,다정한 커플,스플릿 비교 컷,라벤더,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (좁은 폭의 빈백, 1인 라운지 체어 형태), 라벤더 fabric color, a cozy couple lounging together, cozy compact studio apartment, minimal Korean interior, split-screen before/after comparison layout, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0237,미니 K,Mini K,asmr_sensory,감각·ASMR,푹— 몸이 그대로 녹아드는 소리,게이밍 셋업 방,낮잠 자는 사람,골든아워 시네마틱,머스타드 옐로,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (원룸·15평 이하 전용 초소형 빈백), 머스타드 옐로 fabric color, a person napping, eyes closed, blissful, gaming room with RGB lights and a desk setup, golden hour cinematic lighting, warm glow, film look, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0238,서포트,Support,aspiration,동경·라이프스타일,내가 꿈꾸던 거실은 이런 거였어,발코니·테라스,아이와 부모 가족,미니멀 제품 히어로,더스티 핑크,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (U자형 받침 쿠션, 빈백과 결합해 리클라이너로 변신), 더스티 핑크 fabric color, a parent and a child playing, apartment balcony with plants and city view, minimal product hero shot, soft gradient backdrop, studio light, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0239,맥스,Max,social_proof,사회적 증거,1인 가구가 가장 많이 산 가구 1위,아늑한 원룸,제품 단독(인물 없음),파스텔 팝 컬러블록,크림 베이지,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (6피트 풀사이즈 빈백 소파, 1인이 완전히 누울 수 있는 길이), 크림 베이지 fabric color, cozy compact studio apartment, minimal Korean interior, pastel pop color-block background, playful graphic style, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0240,더블,Double,fomo_scarcity,FOMO·희소성,한정 컬러 — 재입고 없음,겨울 러그 깔린 마루,낮잠 자는 사람,한 손 스케일 비교,코발트 블루,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (맥스 2배 폭의 초대형 빈백, 커플·가족용 침대 겸용), 코발트 블루 fabric color, a person napping, eyes closed, blissful, winter living room with rug, cozy ondol floor warmth, hand or person for scale, emphasizing size and softness, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0241,맥스,Max,asmr_sensory,감각·ASMR,"이 촉감, 화면으로도 느껴지나요?",햇살 드는 거실 창가,게이머 청년,푹 꺼지는 모션 블러,라벤더,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (6피트 풀사이즈 빈백 소파, 1인이 완전히 누울 수 있는 길이), 라벤더 fabric color, a young gamer with a controller, sunlit living room by a large window, soft daylight, motion-blur of a body sinking into the bean bag, dynamic, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0242,키즈,Kids,transformation,변신·다용도,접고 펴고 세우고 — 공간이 살아난다,아늑한 원룸,게이머 청년,푹 꺼지는 모션 블러,차콜 그레이,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (유아·아동 안전 인증 소형 빈백, 밝은 컬러), 차콜 그레이 fabric color, a young gamer with a controller, cozy compact studio apartment, minimal Korean interior, motion-blur of a body sinking into the bean bag, dynamic, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0243,팟엑스,Pod X,transformation,변신·다용도,"소파였다가, 침대였다가, 의자였다가",펜션·풀빌라 거실,반려묘와 함께,다크 무드 라이팅,차콜 그레이,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (확장형 듀얼 라이너 빈백, 몸 굴곡에 반응하는 분절 패널), 차콜 그레이 fabric color, a person with a cat curled up nearby, vacation pension living room, premium resort vibe, dark moody lighting with a single warm light source, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0244,펫,Pet,curiosity_gap,호기심 갭,왜 다들 침대를 두고 여기서 잘까?,펜션·풀빌라 거실,시니어 부모님,로우앵글 임팩트,크림 베이지,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (방수·항균·발톱 저항 커버의 반려동물용 빈백), 크림 베이지 fabric color, an elderly parent resting comfortably, vacation pension living room, premium resort vibe, dramatic low angle, product looks grand and inviting, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0245,미니 K,Mini K,curiosity_gap,호기심 갭,이게 소파라고? 끝까지 보면 놀람,감성 카페 라운지,반려견과 집사,푹 꺼지는 모션 블러,머스타드 옐로,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (원룸·15평 이하 전용 초소형 빈백), 머스타드 옐로 fabric color, a person with a small dog cuddling, trendy cafe lounge interior, warm wood tones, motion-blur of a body sinking into the bean bag, dynamic, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0246,프라임,Prime,aspiration,동경·라이프스타일,"남의 집 같던 그 무드, 우리집에",발코니·테라스,재택근무 직장인,오버헤드 부감,라벤더,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (슬림한 등받이형 빈백, 의자처럼 세워 앉기 좋은 형태), 라벤더 fabric color, a remote worker taking a break, apartment balcony with plants and city view, high overhead bird's-eye angle looking down, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0247,펫,Pet,curiosity_gap,호기심 갭,사람을 망치는 소파가 있다는데…,캠핑·차박 텐트 안,낮잠 자는 사람,초근접 텍스처 클로즈업,더스티 핑크,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (방수·항균·발톱 저항 커버의 반려동물용 빈백), 더스티 핑크 fabric color, a person napping, eyes closed, blissful, inside a camping tent / car-camping setup, lantern light, extreme macro close-up of plush fabric texture, shallow depth of field, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0248,맥스,Max,social_proof,사회적 증거,연예인 자취방에 다 있다는 그것,미니멀 화이트 스튜디오,재택근무 직장인,골든아워 시네마틱,차콜 그레이,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (6피트 풀사이즈 빈백 소파, 1인이 완전히 누울 수 있는 길이), 차콜 그레이 fabric color, a remote worker taking a break, clean white photo studio, seamless backdrop, golden hour cinematic lighting, warm glow, film look, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0249,피라미드,Pyramid,before_after,비포·애프터,소파 있을 때 vs 요기보 들인 후,햇살 드는 거실 창가,반려견과 집사,오버헤드 부감,크림 베이지,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (삼각 쿠션형 빈백, 등·허리 받침용 보조 쿠션), 크림 베이지 fabric color, a person with a small dog cuddling, sunlit living room by a large window, soft daylight, high overhead bird's-eye angle looking down, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0250,플로어,Floor,price_value,가치·합리화,"10년 쓰는 소파, 커버만 갈면 새것",키즈룸,친구들 홈파티,탑다운 플랫레이,차콜 그레이,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (좌식 문화 맞춤 초저높이 빈백), 차콜 그레이 fabric color, a few friends hanging out, casual home party, bright kids room with toys, playful pastel palette, top-down flat lay composition, neatly arranged, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0251,더블,Double,fomo_scarcity,FOMO·희소성,"이 컬러, 곧 사라집니다",게이밍 셋업 방,20대 1인 가구 여성,푹 꺼지는 모션 블러,더스티 핑크,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (맥스 2배 폭의 초대형 빈백, 커플·가족용 침대 겸용), 더스티 핑크 fabric color, a young woman in her 20s living alone, relaxed, gaming room with RGB lights and a desk setup, motion-blur of a body sinking into the bean bag, dynamic, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0252,키즈,Kids,transformation,변신·다용도,접고 펴고 세우고 — 공간이 살아난다,겨울 러그 깔린 마루,시니어 부모님,다크 무드 라이팅,딥 네이비,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (유아·아동 안전 인증 소형 빈백, 밝은 컬러), 딥 네이비 fabric color, an elderly parent resting comfortably, winter living room with rug, cozy ondol floor warmth, dark moody lighting with a single warm light source, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0253,팟,Pod,fomo_scarcity,FOMO·희소성,다들 이미 거실에 하나씩 들였대요,발코니·테라스,20대 1인 가구 여성,파스텔 팝 컬러블록,올리브 그린,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (둥근 1인 의자형 빈백, 감싸는 듯한 곡선 실루엣), 올리브 그린 fabric color, a young woman in her 20s living alone, relaxed, apartment balcony with plants and city view, pastel pop color-block background, playful graphic style, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0254,허기보,Hugibo,transformation,변신·다용도,"1개로 5가지 자세, 직접 보세요",캠핑·차박 텐트 안,제품 단독(인물 없음),다크 무드 라이팅,더스티 핑크,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (끌어안는 바디필로우형 빈백, 수면·포옹감 강조), 더스티 핑크 fabric color, inside a camping tent / car-camping setup, lantern light, dark moody lighting with a single warm light source, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0255,온돌,Ondol,price_value,가치·합리화,버리는 소파 vs 평생 가는 소파,키즈룸,반려견과 집사,오버헤드 부감,차콜 그레이,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (겨울 발열 커버형 빈백, 전기요 호환), 차콜 그레이 fabric color, a person with a small dog cuddling, bright kids room with toys, playful pastel palette, high overhead bird's-eye angle looking down, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0256,프라임,Prime,transformation,변신·다용도,접고 펴고 세우고 — 공간이 살아난다,감성 카페 라운지,다정한 커플,오버헤드 부감,더스티 핑크,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (슬림한 등받이형 빈백, 의자처럼 세워 앉기 좋은 형태), 더스티 핑크 fabric color, a cozy couple lounging together, trendy cafe lounge interior, warm wood tones, high overhead bird's-eye angle looking down, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0257,프라임,Prime,social_proof,사회적 증거,재구매율이 말해주는 편안함,펜션·풀빌라 거실,게이머 청년,스플릿 비교 컷,오트밀 화이트,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (슬림한 등받이형 빈백, 의자처럼 세워 앉기 좋은 형태), 오트밀 화이트 fabric color, a young gamer with a controller, vacation pension living room, premium resort vibe, split-screen before/after comparison layout, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0258,미니,Mini,price_value,가치·합리화,"소파 + 침대 + 의자, 가격은 하나",키즈룸,반려견과 집사,다크 무드 라이팅,더스티 핑크,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (1인용 소형 빈백, 가볍고 어디든 옮기는 컴팩트 사이즈), 더스티 핑크 fabric color, a person with a small dog cuddling, bright kids room with toys, playful pastel palette, dark moody lighting with a single warm light source, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0259,미니 K,Mini K,fomo_scarcity,FOMO·희소성,"올여름 품절 1순위, 미리 보세요",펜션·풀빌라 거실,20대 1인 가구 여성,라이프스타일 와이드,더스티 핑크,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (원룸·15평 이하 전용 초소형 빈백), 더스티 핑크 fabric color, a young woman in her 20s living alone, relaxed, vacation pension living room, premium resort vibe, wide lifestyle editorial shot, natural light, lived-in feel, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0260,미니,Mini,curiosity_gap,호기심 갭,사람을 망치는 소파가 있다는데…,무드등 켜진 밤 침실,반려묘와 함께,파스텔 팝 컬러블록,딥 네이비,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (1인용 소형 빈백, 가볍고 어디든 옮기는 컴팩트 사이즈), 딥 네이비 fabric color, a person with a cat curled up nearby, dim bedroom at night with warm mood lighting, pastel pop color-block background, playful graphic style, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0261,프라임,Prime,problem_agitate,문제 자극,반려견이 소파를 다 뜯어놨다면,미니멀 화이트 스튜디오,친구들 홈파티,골든아워 시네마틱,머스타드 옐로,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (슬림한 등받이형 빈백, 의자처럼 세워 앉기 좋은 형태), 머스타드 옐로 fabric color, a few friends hanging out, casual home party, clean white photo studio, seamless backdrop, golden hour cinematic lighting, warm glow, film look, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0262,더블,Double,humor_relatable,유머·공감,결국 가족 모두가 노리는 자리,무드등 켜진 밤 침실,친구들 홈파티,다크 무드 라이팅,더스티 핑크,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (맥스 2배 폭의 초대형 빈백, 커플·가족용 침대 겸용), 더스티 핑크 fabric color, a few friends hanging out, casual home party, dim bedroom at night with warm mood lighting, dark moody lighting with a single warm light source, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0263,프라임,Prime,humor_relatable,유머·공감,강아지에게 자리 뺏긴 1인,무드등 켜진 밤 침실,시니어 부모님,골든아워 시네마틱,더스티 핑크,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (슬림한 등받이형 빈백, 의자처럼 세워 앉기 좋은 형태), 더스티 핑크 fabric color, an elderly parent resting comfortably, dim bedroom at night with warm mood lighting, golden hour cinematic lighting, warm glow, film look, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0264,드롭,Drop,problem_agitate,문제 자극,"비싼 소파, 커버는 왜 못 빨까?",아늑한 원룸,20대 1인 가구 여성,한 손 스케일 비교,코발트 블루,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (물방울 형태의 빈백 스툴, 발받침·보조 좌석용), 코발트 블루 fabric color, a young woman in her 20s living alone, relaxed, cozy compact studio apartment, minimal Korean interior, hand or person for scale, emphasizing size and softness, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0265,서포트,Support,aspiration,동경·라이프스타일,퇴근하고 싶어지는 집의 비밀,아늑한 원룸,게이머 청년,스플릿 비교 컷,테라코타,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (U자형 받침 쿠션, 빈백과 결합해 리클라이너로 변신), 테라코타 fabric color, a young gamer with a controller, cozy compact studio apartment, minimal Korean interior, split-screen before/after comparison layout, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0266,라운저,Lounger,price_value,가치·합리화,"10년 쓰는 소파, 커버만 갈면 새것",키즈룸,아이와 부모 가족,라이프스타일 와이드,차콜 그레이,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (등받이가 높은 1인 라운지형 빈백, 독서·휴식용), 차콜 그레이 fabric color, a parent and a child playing, bright kids room with toys, playful pastel palette, wide lifestyle editorial shot, natural light, lived-in feel, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0267,미니,Mini,price_value,가치·합리화,버리는 소파 vs 평생 가는 소파,키즈룸,재택근무 직장인,파스텔 팝 컬러블록,더스티 핑크,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (1인용 소형 빈백, 가볍고 어디든 옮기는 컴팩트 사이즈), 더스티 핑크 fabric color, a remote worker taking a break, bright kids room with toys, playful pastel palette, pastel pop color-block background, playful graphic style, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0268,펫,Pet,aspiration,동경·라이프스타일,"이런 주말, 가져본 적 있나요",서재 책장 앞,게이머 청년,탑다운 플랫레이,더스티 핑크,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (방수·항균·발톱 저항 커버의 반려동물용 빈백), 더스티 핑크 fabric color, a young gamer with a controller, home library nook in front of bookshelves, top-down flat lay composition, neatly arranged, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0269,팟엑스,Pod X,asmr_sensory,감각·ASMR,손이 닿는 순간 멈추는 마법의 촉감,게이밍 셋업 방,다정한 커플,푹 꺼지는 모션 블러,딥 네이비,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (확장형 듀얼 라이너 빈백, 몸 굴곡에 반응하는 분절 패널), 딥 네이비 fabric color, a cozy couple lounging together, gaming room with RGB lights and a desk setup, motion-blur of a body sinking into the bean bag, dynamic, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0270,펫,Pet,humor_relatable,유머·공감,약속 취소되자마자 향한 곳,발코니·테라스,낮잠 자는 사람,오버헤드 부감,오트밀 화이트,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (방수·항균·발톱 저항 커버의 반려동물용 빈백), 오트밀 화이트 fabric color, a person napping, eyes closed, blissful, apartment balcony with plants and city view, high overhead bird's-eye angle looking down, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0271,프라임,Prime,fomo_scarcity,FOMO·희소성,"올여름 품절 1순위, 미리 보세요",캠핑·차박 텐트 안,제품 단독(인물 없음),한 손 스케일 비교,라벤더,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (슬림한 등받이형 빈백, 의자처럼 세워 앉기 좋은 형태), 라벤더 fabric color, inside a camping tent / car-camping setup, lantern light, hand or person for scale, emphasizing size and softness, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
